timestamp,device_id,failure_mode,state,current,health_percent,life_consumed_pct,measurement_id,operating_hours,pressure,rpm,rul_hours,temperature,vibration_rms,vibration_x,vibration_y,vibration_z
2026-02-19 18:20:02.657016+00:00,PUMP-001,none,HEALTHY,8.44,96.1,11.5,831,1,4.13,2824,9999,43.7,1.85,1.23,0.95,1.0
2026-02-19 18:20:07.886041+00:00,PUMP-001,none,HEALTHY,8.27,96.1,11.6,832,1,4.1,2834,9999,43.0,1.65,1.07,0.69,1.05
2026-02-19 18:20:12.803918+00:00,PUMP-001,none,HEALTHY,8.34,96.1,11.6,833,1,4.19,2866,9999,42.9,1.75,1.17,0.79,1.04
2026-02-19 18:20:17.931737+00:00,PUMP-001,none,HEALTHY,8.38,96.1,11.6,834,1,4.18,2847,9999,43.3,1.7,1.12,0.71,1.07
2026-02-19 18:20:23.044852+00:00,PUMP-001,none,HEALTHY,8.42,96.1,11.6,835,1,4.13,2838,9999,42.9,1.82,1.29,0.86,0.95
2026-02-19 18:20:28.359851+00:00,PUMP-001,none,HEALTHY,8.39,96.0,11.6,836,1,4.19,2869,9999,43.8,1.72,1.16,0.86,0.93
2026-02-19 18:20:33.276641+00:00,PUMP-001,none,HEALTHY,8.41,96.0,11.6,837,1,4.13,2857,9999,43.6,1.87,1.27,0.83,1.1
2026-02-19 18:20:38.403921+00:00,PUMP-001,none,HEALTHY,8.4,96.0,11.6,838,1,4.17,2862,9999,43.3,1.77,1.13,0.88,1.04
2026-02-19 18:20:43.524790+00:00,PUMP-001,none,HEALTHY,8.39,96.0,11.7,839,1,4.19,2870,9999,43.8,1.66,1.07,0.67,1.07
2026-02-19 18:20:48.745956+00:00,PUMP-001,none,HEALTHY,8.27,96.0,11.7,840,1,4.1,2865,9999,43.5,1.85,1.21,0.95,1.02
2026-02-19 18:20:53.856891+00:00,PUMP-001,none,HEALTHY,8.4,96.0,11.7,841,1,4.15,2855,9999,43.7,1.72,1.05,0.95,0.98
2026-02-19 18:20:58.892793+00:00,PUMP-001,none,HEALTHY,8.41,96.0,11.7,842,1,4.16,2845,9999,43.4,1.77,1.19,0.89,0.96
2026-02-19 18:21:04.004353+00:00,PUMP-001,none,HEALTHY,8.36,96.0,11.7,843,1,4.19,2868,9999,43.5,1.68,1.12,0.83,0.94
2026-02-19 18:21:09.217752+00:00,PUMP-001,none,HEALTHY,8.26,96.0,11.7,844,1,4.18,2867,9999,43.5,1.74,1.23,0.69,1.01
2026-02-19 18:21:14.243796+00:00,PUMP-001,none,HEALTHY,8.34,96.0,11.7,845,1,4.15,2879,9999,43.3,1.74,1.22,0.81,0.93
2026-02-19 18:21:19.362888+00:00,PUMP-001,none,HEALTHY,8.38,96.0,11.8,846,1,4.15,2860,9999,43.2,1.77,1.16,0.87,1.01
2026-02-19 18:21:24.576834+00:00,PUMP-001,none,HEALTHY,8.41,96.0,11.8,847,1,4.1,2873,9999,43.0,1.83,1.27,0.75,1.08
2026-02-19 18:21:29.596832+00:00,PUMP-001,none,HEALTHY,8.28,96.0,11.8,848,1,4.19,2825,9999,43.4,1.74,1.07,0.92,1.01
2026-02-19 18:21:34.616905+00:00,PUMP-001,none,HEALTHY,8.35,96.0,11.8,849,1,4.19,2839,9999,43.4,1.87,1.3,0.9,1.0
2026-02-19 18:21:39.745091+00:00,PUMP-001,none,HEALTHY,8.38,95.9,11.8,850,1,4.14,2868,9999,43.8,1.96,1.42,0.89,1.01
2026-02-19 18:21:44.864634+00:00,PUMP-001,none,HEALTHY,8.38,95.9,11.8,851,1,4.12,2852,9999,43.1,1.94,1.42,0.74,1.1
2026-02-19 18:21:49.967865+00:00,PUMP-001,none,HEALTHY,8.41,95.9,11.8,852,1,4.14,2833,9999,43.0,1.76,1.17,0.74,1.08
2026-02-19 18:21:55.087006+00:00,PUMP-001,none,HEALTHY,8.27,95.9,11.8,853,1,4.11,2872,9999,43.6,1.67,1.09,0.78,0.99
2026-02-19 18:22:00.224916+00:00,PUMP-001,none,HEALTHY,8.28,95.9,11.9,854,1,4.11,2866,9999,43.3,1.63,1.06,0.67,1.04
2026-02-19 18:22:05.537744+00:00,PUMP-001,none,HEALTHY,8.35,95.9,11.9,855,1,4.1,2827,9999,42.9,1.56,1.04,0.67,0.94
2026-02-19 18:22:10.448012+00:00,PUMP-001,none,HEALTHY,8.4,95.9,11.9,856,1,4.14,2860,9999,43.5,1.73,1.1,0.84,1.04
2026-02-19 18:22:15.776817+00:00,PUMP-001,none,HEALTHY,8.44,95.9,11.9,857,1,4.14,2857,9999,43.2,1.78,1.23,0.68,1.09
2026-02-19 18:22:20.687030+00:00,PUMP-001,none,HEALTHY,8.29,95.9,11.9,858,1,4.12,2864,9999,43.2,1.82,1.36,0.75,0.94
2026-02-19 18:22:25.807640+00:00,PUMP-001,none,HEALTHY,8.29,95.9,11.9,859,1,4.16,2851,9999,43.6,1.77,1.06,0.92,1.07
2026-02-19 18:22:31.054037+00:00,PUMP-001,none,HEALTHY,8.38,95.9,11.9,860,1,4.15,2849,9999,43.4,1.68,1.04,0.86,0.99
2026-02-19 18:22:36.266021+00:00,PUMP-001,none,HEALTHY,8.29,95.9,12.0,861,1,4.11,2867,9999,42.9,1.73,1.26,0.68,0.96
2026-02-19 18:22:41.166918+00:00,PUMP-001,none,HEALTHY,8.44,95.9,12.0,862,1,4.18,2858,9999,43.3,1.86,1.29,0.93,0.96
2026-02-19 18:22:48.756668+00:00,PUMP-001,none,HEALTHY,8.39,95.9,12.0,863,1,4.17,2825,9999,43.3,1.69,1.22,0.71,0.93
2026-02-19 18:22:51.419138+00:00,PUMP-001,none,HEALTHY,8.29,95.8,12.0,864,1,4.1,2826,9999,43.6,1.83,1.22,0.89,1.02
2026-02-19 18:22:56.446885+00:00,PUMP-001,none,HEALTHY,8.32,95.8,12.0,865,1,4.18,2857,9999,43.5,1.78,1.03,0.94,1.1
2026-02-19 18:23:01.566201+00:00,PUMP-001,none,HEALTHY,8.27,95.8,12.0,866,1,4.11,2823,9999,43.1,1.86,1.41,0.68,1.0
2026-02-19 18:23:06.676877+00:00,PUMP-001,none,HEALTHY,8.41,95.8,12.0,867,1,4.14,2868,9999,43.8,1.79,1.32,0.72,0.96
2026-02-19 18:23:12.003830+00:00,PUMP-001,none,HEALTHY,8.41,95.8,12.1,868,1,4.1,2828,9999,43.2,1.6,1.1,0.67,0.94
2026-02-19 18:23:16.916748+00:00,PUMP-001,none,HEALTHY,8.37,95.8,12.1,869,1,4.14,2853,9999,43.9,1.84,1.26,0.89,1.0
2026-02-19 18:23:22.026789+00:00,PUMP-001,none,HEALTHY,8.34,95.8,12.1,870,1,4.14,2877,9999,43.5,1.84,1.29,0.89,0.96
2026-02-19 18:23:27.146795+00:00,PUMP-001,none,HEALTHY,8.28,95.8,12.1,871,1,4.15,2880,9999,43.9,1.78,1.22,0.77,1.03
2026-02-19 18:23:32.378075+00:00,PUMP-001,none,HEALTHY,8.29,95.8,12.1,872,1,4.18,2822,9999,43.2,1.86,1.38,0.84,0.92
2026-02-19 18:23:37.496743+00:00,PUMP-001,none,HEALTHY,8.33,95.8,12.1,873,1,4.14,2874,9999,43.6,1.77,1.25,0.67,1.06
2026-02-19 18:23:42.619922+00:00,PUMP-001,none,HEALTHY,8.4,95.8,12.1,874,1,4.15,2855,9999,43.5,1.75,1.17,0.76,1.05
2026-02-19 18:23:47.636829+00:00,PUMP-001,none,HEALTHY,8.4,95.8,12.2,875,1,4.14,2868,9999,43.7,1.67,1.1,0.71,1.03
2026-02-19 18:23:52.747927+00:00,PUMP-001,none,HEALTHY,8.29,95.8,12.2,876,1,4.12,2872,9999,43.0,1.85,1.28,0.84,1.03
2026-02-19 18:23:57.866870+00:00,PUMP-001,none,HEALTHY,8.27,95.7,12.2,877,1,4.16,2877,9999,43.6,1.94,1.36,0.83,1.09
2026-02-19 18:24:03.005834+00:00,PUMP-001,none,HEALTHY,8.39,95.7,12.2,878,1,4.16,2830,9999,43.4,1.75,1.14,0.85,1.02
2026-02-19 18:24:08.107004+00:00,PUMP-001,none,HEALTHY,8.36,95.7,12.2,879,1,4.19,2849,9999,43.3,1.69,1.1,0.82,0.98
2026-02-19 18:24:13.238024+00:00,PUMP-001,none,HEALTHY,8.35,95.7,12.2,880,1,4.12,2840,9999,43.4,1.85,1.29,0.94,0.93
2026-02-19 18:24:18.564883+00:00,PUMP-001,none,HEALTHY,8.32,95.7,12.2,881,1,4.17,2831,9999,43.0,1.9,1.39,0.78,1.03
2026-02-19 18:24:29.419757+00:00,PUMP-001,none,HEALTHY,8.27,95.7,12.3,882,1,4.11,2881,9999,43.8,1.76,1.21,0.79,1.0
2026-02-19 18:24:29.420089+00:00,PUMP-001,none,HEALTHY,8.31,95.7,12.3,883,1,4.14,2868,9999,43.2,1.72,1.17,0.72,1.03
2026-02-19 18:24:35.779206+00:00,PUMP-001,none,HEALTHY,8.44,95.7,12.3,884,1,4.11,2833,9999,43.9,1.81,1.17,0.93,1.01
2026-02-19 18:24:38.746919+00:00,PUMP-001,none,HEALTHY,8.34,95.7,12.3,885,1,4.18,2871,9999,43.9,1.75,1.12,0.75,1.1
2026-02-19 18:24:43.957776+00:00,PUMP-001,none,HEALTHY,8.29,95.7,12.3,886,1,4.17,2844,9999,43.0,1.76,1.03,0.95,1.06
2026-02-19 18:24:49.176875+00:00,PUMP-001,none,HEALTHY,8.37,95.7,12.3,887,1,4.1,2876,9999,43.0,1.71,1.2,0.67,1.0
2026-02-19 18:24:54.298040+00:00,PUMP-001,none,HEALTHY,8.35,95.7,12.3,888,1,4.11,2880,9999,43.4,1.8,1.25,0.78,1.03
2026-02-19 18:24:59.419715+00:00,PUMP-001,none,HEALTHY,8.4,95.7,12.3,889,1,4.16,2868,9999,43.8,1.66,1.07,0.87,0.92
2026-02-19 18:25:04.436757+00:00,PUMP-001,none,HEALTHY,8.45,95.7,12.4,890,1,4.16,2874,9999,43.5,1.76,1.18,0.69,1.1
2026-02-19 18:25:09.556617+00:00,PUMP-001,none,HEALTHY,8.38,95.6,12.4,891,1,4.14,2876,9999,43.1,1.72,1.24,0.7,0.96
2026-02-19 18:25:14.577920+00:00,PUMP-001,none,HEALTHY,8.41,95.6,12.4,892,1,4.14,2855,9999,43.9,1.66,1.05,0.84,0.97
2026-02-19 18:25:19.802743+00:00,PUMP-001,none,HEALTHY,8.27,95.6,12.4,893,1,4.16,2836,9999,43.2,1.77,1.15,0.85,1.03
2026-02-19 18:25:24.906949+00:00,PUMP-001,none,HEALTHY,8.29,95.6,12.4,894,1,4.14,2841,9999,43.2,1.91,1.34,0.82,1.07
2026-02-19 18:25:30.082037+00:00,PUMP-001,none,HEALTHY,8.31,95.6,12.4,895,1,4.17,2844,9999,43.2,1.84,1.22,0.84,1.08
2026-02-19 18:25:35.536877+00:00,PUMP-001,none,HEALTHY,8.37,95.6,12.4,896,1,4.14,2847,9999,43.3,1.97,1.32,0.95,1.1
2026-02-19 18:25:40.276616+00:00,PUMP-001,none,HEALTHY,8.43,95.6,12.5,897,1,4.15,2873,9999,43.4,1.73,1.03,0.83,1.1
2026-02-19 18:25:45.297770+00:00,PUMP-001,none,HEALTHY,8.37,95.6,12.5,898,1,4.11,2870,9999,43.4,1.8,1.29,0.84,0.92
2026-02-19 18:25:50.516895+00:00,PUMP-001,none,HEALTHY,8.36,95.6,12.5,899,1,4.17,2879,9999,43.6,1.89,1.32,0.95,0.94
2026-02-19 18:25:55.539111+00:00,PUMP-001,none,HEALTHY,8.33,95.6,12.5,900,1,4.14,2849,9999,43.0,1.93,1.4,0.95,0.92
2026-02-19 18:26:00.663945+00:00,PUMP-001,none,HEALTHY,8.42,95.6,12.5,901,1,4.17,2839,9999,43.1,1.86,1.31,0.8,1.05
2026-02-19 18:26:05.776636+00:00,PUMP-001,none,HEALTHY,8.33,95.6,12.5,902,1,4.15,2862,9999,43.8,1.61,1.09,0.73,0.94
2026-02-19 18:26:10.997709+00:00,PUMP-001,none,HEALTHY,8.28,95.6,12.5,903,1,4.1,2831,9999,43.3,1.77,1.13,0.81,1.1
2026-02-19 18:26:16.017873+00:00,PUMP-001,none,HEALTHY,8.44,95.6,12.6,904,1,4.16,2855,9999,43.3,1.87,1.37,0.79,0.99
2026-02-19 18:26:21.136825+00:00,PUMP-001,none,HEALTHY,8.39,95.5,12.6,905,1,4.14,2877,9999,43.7,1.84,1.33,0.74,1.03
2026-02-19 18:26:26.163737+00:00,PUMP-001,none,HEALTHY,8.47,95.5,12.6,906,1,4.17,2828,9999,43.6,1.87,1.3,0.78,1.1
2026-02-19 18:26:31.283858+00:00,PUMP-001,none,HEALTHY,8.4,95.5,12.6,907,1,4.11,2863,9999,43.3,1.72,1.11,0.72,1.1
2026-02-19 18:26:36.587660+00:00,PUMP-001,none,HEALTHY,8.43,95.5,12.6,908,1,4.12,2851,9999,43.8,1.83,1.38,0.73,0.96
2026-02-19 18:26:41.706913+00:00,PUMP-001,none,HEALTHY,8.47,95.5,12.6,909,1,4.1,2864,9999,43.1,1.94,1.43,0.71,1.1
2026-02-19 18:26:46.736703+00:00,PUMP-001,none,HEALTHY,8.31,95.5,12.6,910,1,4.17,2862,9999,43.4,1.7,1.07,0.92,0.96
2026-02-19 18:26:51.755866+00:00,PUMP-001,none,HEALTHY,8.43,95.5,12.7,911,1,4.19,2868,9999,43.2,1.74,1.2,0.74,1.02
2026-02-19 18:26:56.979215+00:00,PUMP-001,none,HEALTHY,8.28,95.5,12.7,912,1,4.12,2840,9999,43.3,1.8,1.15,0.91,1.05
2026-02-19 18:27:02.096832+00:00,PUMP-001,none,HEALTHY,8.39,95.5,12.7,913,1,4.12,2863,9999,43.8,1.8,1.37,0.72,0.92
2026-02-19 18:27:07.217765+00:00,PUMP-001,none,HEALTHY,8.41,95.5,12.7,914,1,4.15,2828,9999,43.6,1.81,1.29,0.78,1.0
2026-02-19 18:27:12.351639+00:00,PUMP-001,none,HEALTHY,8.38,95.5,12.7,915,1,4.15,2881,9999,43.1,1.77,1.09,0.92,1.05
2026-02-19 18:27:17.356908+00:00,PUMP-001,none,HEALTHY,8.41,95.5,12.7,916,1,4.18,2879,9999,43.1,1.83,1.24,0.79,1.09
2026-02-19 18:27:22.475571+00:00,PUMP-001,none,HEALTHY,8.37,95.5,12.7,917,1,4.1,2848,9999,43.2,1.89,1.22,0.94,1.1
2026-02-19 18:27:27.696753+00:00,PUMP-001,none,HEALTHY,8.35,95.4,12.8,918,1,4.16,2850,9999,43.8,1.85,1.39,0.79,0.93
2026-02-19 18:27:32.816612+00:00,PUMP-001,none,HEALTHY,8.34,95.4,12.8,919,1,4.18,2868,9999,43.8,1.67,1.05,0.9,0.94
2026-02-19 18:27:37.837042+00:00,PUMP-001,none,HEALTHY,8.33,95.4,12.8,920,1,4.19,2829,9999,43.8,1.96,1.37,0.87,1.11
2026-02-19 18:27:43.072907+00:00,PUMP-001,none,HEALTHY,8.44,95.4,12.8,921,1,4.1,2872,9999,43.6,1.79,1.08,0.91,1.11
2026-02-19 18:27:48.075851+00:00,PUMP-001,none,HEALTHY,8.42,95.4,12.8,922,1,4.16,2837,9999,44.0,1.94,1.37,0.91,1.04
2026-02-19 18:27:53.396604+00:00,PUMP-001,none,HEALTHY,8.47,95.4,12.8,923,1,4.13,2849,9999,43.3,1.87,1.31,0.93,0.96
2026-02-19 18:27:58.332680+00:00,PUMP-001,none,HEALTHY,8.31,95.4,12.8,924,1,4.12,2878,9999,43.7,1.71,1.13,0.77,1.03
2026-02-19 18:28:03.469098+00:00,PUMP-001,none,HEALTHY,8.33,95.4,12.8,925,1,4.17,2860,9999,43.5,1.74,1.15,0.93,0.92
2026-02-19 18:28:08.475749+00:00,PUMP-001,none,HEALTHY,8.32,95.4,12.9,926,1,4.09,2853,9999,43.7,1.8,1.11,0.97,1.05
2026-02-19 18:28:13.577655+00:00,PUMP-001,none,HEALTHY,8.44,95.4,12.9,927,1,4.18,2829,9999,43.1,1.76,1.24,0.75,1.01
2026-02-19 18:28:18.897872+00:00,PUMP-001,none,HEALTHY,8.46,95.4,12.9,928,1,4.13,2832,9999,43.4,1.91,1.37,0.92,0.97
2026-02-19 18:28:23.822832+00:00,PUMP-001,none,HEALTHY,8.38,95.4,12.9,929,1,4.11,2875,9999,44.0,1.86,1.37,0.84,0.95
2026-02-19 18:28:29.043035+00:00,PUMP-001,none,HEALTHY,8.29,95.4,12.9,930,1,4.15,2874,9999,43.8,1.91,1.43,0.86,0.94
2026-02-19 18:28:34.047706+00:00,PUMP-001,none,HEALTHY,8.3,95.4,12.9,931,1,4.1,2851,9999,43.4,1.88,1.29,0.8,1.11
2026-02-19 18:28:39.287255+00:00,PUMP-001,none,HEALTHY,8.37,95.3,12.9,932,1,4.15,2860,9999,43.4,1.79,1.1,0.89,1.1
2026-02-19 18:28:44.395903+00:00,PUMP-001,none,HEALTHY,8.3,95.3,13.0,933,1,4.13,2854,9999,43.2,1.95,1.35,0.88,1.1
2026-02-19 18:28:49.522905+00:00,PUMP-001,none,HEALTHY,8.31,95.3,13.0,934,1,4.09,2832,9999,43.2,1.87,1.43,0.76,0.94
2026-02-19 18:28:54.526839+00:00,PUMP-001,none,HEALTHY,8.37,95.3,13.0,935,1,4.15,2822,9999,43.4,1.72,1.17,0.83,0.95
2026-02-19 18:28:59.756804+00:00,PUMP-001,none,HEALTHY,8.36,95.3,13.0,936,1,4.17,2856,9999,43.3,1.81,1.21,0.97,0.95
2026-02-19 18:29:04.883811+00:00,PUMP-001,none,HEALTHY,8.47,95.3,13.0,937,1,4.11,2870,9999,43.4,1.8,1.22,0.86,1.02
2026-02-19 18:29:10.005997+00:00,PUMP-001,none,HEALTHY,8.36,95.3,13.0,938,1,4.09,2850,9999,43.6,1.83,1.29,0.85,0.99
2026-02-19 18:29:15.006979+00:00,PUMP-001,none,HEALTHY,8.47,95.3,13.0,939,1,4.11,2837,9999,44.0,1.83,1.26,0.84,1.03
2026-02-19 18:29:20.129120+00:00,PUMP-001,none,HEALTHY,8.38,95.3,13.1,940,1,4.12,2862,9999,43.3,1.94,1.41,0.75,1.11
2026-02-19 18:29:25.378913+00:00,PUMP-001,none,HEALTHY,8.45,95.3,13.1,941,1,4.09,2844,9999,43.9,1.79,1.2,0.8,1.06
2026-02-19 18:29:30.576643+00:00,PUMP-001,none,HEALTHY,8.4,95.3,13.1,942,1,4.14,2848,9999,44.0,1.7,1.2,0.75,0.94
2026-02-19 18:29:35.503041+00:00,PUMP-001,none,HEALTHY,8.33,95.3,13.1,943,1,4.18,2869,9999,43.7,1.77,1.13,0.89,1.04
2026-02-19 18:29:40.827844+00:00,PUMP-001,none,HEALTHY,8.36,95.3,13.1,944,1,4.11,2851,9999,44.1,1.61,1.08,0.68,0.98
2026-02-19 18:29:45.736651+00:00,PUMP-001,none,HEALTHY,8.32,95.2,13.1,945,1,4.13,2856,9999,43.3,1.79,1.18,0.91,1.0
2026-02-19 18:29:50.854666+00:00,PUMP-001,none,HEALTHY,8.45,95.2,13.1,946,1,4.17,2868,9999,43.8,1.82,1.26,0.91,0.95
2026-02-19 18:29:56.082954+00:00,PUMP-001,none,HEALTHY,8.44,95.2,13.2,947,1,4.09,2832,9999,44.1,1.96,1.32,0.96,1.09
2026-02-19 18:30:01.204180+00:00,PUMP-001,none,HEALTHY,8.34,95.2,13.2,948,1,4.18,2847,9999,43.2,1.65,1.04,0.85,0.97
2026-02-19 18:30:06.324780+00:00,PUMP-001,none,HEALTHY,8.34,95.2,13.2,949,1,4.09,2824,9999,43.9,1.84,1.27,0.92,0.96
